m1,b1,m2,b2,mode,load,tput_m1,tput_m2,total_p90_m1,total_p90_m2,total_p99_m1,total_p99_m2,total_p100_m1,total_p100_m2,slo_m1,slo_violation_m1,slo_m2,slo_violation_m2,slo_violation_no,job_mix
alexnet,4,mobilenet_v2,2,mig,1.0,4387.909035916357,1759.4159395024112,0.8878707885742188,2.1948814392089844,0.8878707885742188,2.1948814392089844,0.8878707885742188,2.1948814392089844,"[15.523195266723633, 111.34619712829594]",0,"[11.06250286102295, 28.213596343994148]",0,0,alexnet-4-mobilenet_v2-2
resnet18,16,resnet50,8,mig,1.0,4409.018872376294,1471.479754235091,3.5767555236816406,10.795116424560549,3.5767555236816406,10.795116424560549,3.5767555236816406,10.795116424560549,"[7.94684886932373, 23.18594455718994]",0,"[31.15856647491455, 100.51560401916504]",0,0,resnet18-16-resnet50-8
mobilenet_v2,2,resnet101,32,mig,1.0,897.428632136034,384.0263046498808,2.1719932556152344,5.138635635375977,2.1719932556152344,5.138635635375977,2.1719932556152344,5.138635635375977,"[11.06250286102295, 28.213596343994148]",0,"[100.55983066558838, 559.5760583877563]",0,0,mobilenet_v2-2-resnet101-32
densenet201,4,vgg16,4,mig,1.0,335.1152420541221,592.5355247093886,11.71731948852539,6.437063217163086,11.71731948852539,6.437063217163086,11.71731948852539,6.437063217163086,"[42.35696792602539, 113.26956748962402]",0,"[9.12332534790039, 28.58603000640869]",0,0,densenet201-4-vgg16-4
mobilenet_v2,4,resnet18,4,mig,1.0,1759.4159395024112,2631.107706970436,2.1948814392089844,1.498699188232422,2.1948814392089844,1.498699188232422,2.1948814392089844,1.498699188232422,"[7.328152656555176, 20.46399116516113]",0,"[4.45866584777832, 12.677240371704103]",0,0,mobilenet_v2-4-resnet18-4
alexnet,32,vgg19,16,mig,1.0,9616.509799970076,815.52270309133,3.179311752319336,37.66655921936035,3.179311752319336,37.66655921936035,3.179311752319336,37.66655921936035,"[11.010289192199709, 27.551174163818366]",0,"[47.20258712768555, 161.4960193634034]",0,0,alexnet-32-vgg19-16
efficientnet_b7,2,resnet152,2,mig,1.0,158.9666295642025,264.6023295126438,12.235403060913086,7.369518280029297,12.235403060913086,7.369518280029297,12.235403060913086,7.369518280029297,"[68.09377670288086, 199.70269203186052]",0,"[53.725600242614746, 128.05020809173587]",0,0,efficientnet_b7-2-resnet152-2
mobilenet_v2,32,resnet101,32,mig,1.0,3048.3865459052604,1021.4275281431428,10.405302047729492,31.00776672363281,10.405302047729492,31.00776672363281,10.405302047729492,31.00776672363281,"[21.3320255279541, 89.20621871948254]",0,"[100.55983066558838, 559.5760583877563]",0,0,mobilenet_v2-32-resnet101-32
densenet161,8,mobilenet_v3_small,2,mig,1.0,440.3610901415633,3439.535681524122,18.10455322265625,2.2499561309814453,18.10455322265625,2.2499561309814453,18.10455322265625,2.2499561309814453,"[39.22939300537109, 130.18898963928223]",0,"[9.493708610534668, 30.624675750732408]",0,0,densenet161-8-mobilenet_v3_small-2
vgg16,4,vgg19,16,mig,1.0,771.9667474624212,666.4004927368189,4.944562911987305,5.738258361816406,4.944562911987305,5.738258361816406,4.944562911987305,5.738258361816406,"[9.12332534790039, 28.58603000640869]",0,"[47.20258712768555, 161.4960193634034]",0,0,vgg16-4-vgg19-16
squeezenet1_0,32,vgg11,2,mig,1.0,3291.8604860971463,1709.6470483321366,9.611368179321287,17.833471298217773,9.611368179321287,17.833471298217773,9.611368179321287,17.833471298217773,"[61.8593692779541, 328.75738143920904]",0,"[4.491686820983887, 12.486314773559576]",1,1,squeezenet1_0-32-vgg11-2
efficientnet_b5,16,vgg19,4,mig,1.0,528.1539114601774,620.7476169981036,30.199766159057617,24.64151382446289,30.199766159057617,24.64151382446289,30.199766159057617,24.64151382446289,"[71.48623466491699, 190.3698444366455]",0,"[11.4821195602417, 31.886911392211918]",0,0,efficientnet_b5-16-vgg19-4
densenet121,4,densenet161,2,mig,1.0,584.508661262444,326.8908794222554,6.680965423583984,12.198925018310549,6.680965423583984,12.198925018310549,6.680965423583984,12.198925018310549,"[40.970563888549805, 130.66999912261963]",0,"[31.385421752929688, 97.31435775756836]",0,0,densenet121-4-densenet161-2
squeezenet1_1,16,vgg11,32,mig,1.0,4431.633190859218,1276.821787540926,3.547906875610352,11.870622634887695,3.547906875610352,11.870622634887695,3.547906875610352,11.870622634887695,"[15.970110893249512, 680.0486087799072]",0,"[40.741920471191406, 130.5216789245609]",0,0,squeezenet1_1-16-vgg11-32
inception_v3,16,vgg16,8,mig,1.0,1451.8380953150795,726.8176623894389,10.974645614624023,20.77484130859375,10.974645614624023,20.77484130859375,10.974645614624023,20.77484130859375,"[24.31881427764893, 91.33017063140876]",0,"[18.642187118530277, 53.190302848815925]",0,0,inception_v3-16-vgg16-8
inception_v3,32,squeezenet1_0,4,mig,1.0,2029.9389451288764,3291.8604860971463,15.67697525024414,9.611368179321287,15.67697525024414,9.611368179321287,15.67697525024414,9.611368179321287,"[39.029598236083984, 125.16593933105467]",0,"[6.941795349121094, 17.28706359863282]",0,0,inception_v3-32-squeezenet1_0-4
efficientnet_b7,2,vgg13,32,mig,1.0,157.99553184640737,614.5929580552494,12.380123138427734,3.150463104248047,12.380123138427734,3.150463104248047,12.380123138427734,3.150463104248047,"[68.09377670288086, 199.70269203186052]",0,"[57.21712112426758, 176.62100791931155]",0,0,efficientnet_b7-2-vgg13-32
efficientnet_b5,16,mobilenet_v3_small,32,mig,1.0,633.909743264566,6445.592522643135,25.166034698486328,2.410411834716797,25.166034698486328,2.410411834716797,25.166034698486328,2.410411834716797,"[71.48623466491699, 190.3698444366455]",0,"[8.991241455078125, 24.157381057739254]",0,0,efficientnet_b5-16-mobilenet_v3_small-32
resnet34,16,vgg19,8,mig,1.0,2790.7294957671643,785.4607500595005,5.627632141113281,19.53697204589844,5.627632141113281,19.53697204589844,5.627632141113281,19.53697204589844,"[12.609004974365234, 35.66241264343262]",0,"[25.303125381469727, 86.88945770263673]",0,0,resnet34-16-vgg19-8
densenet121,8,efficientnet_b6,2,mig,1.0,914.6110903643812,463.3240976496178,8.712291717529297,17.212390899658203,8.712291717529297,17.212390899658203,8.712291717529297,17.212390899658203,"[20.061135292053223, 61.494946479797385]",0,"[49.16810989379883, 121.783447265625]",0,0,densenet121-8-efficientnet_b6-2
resnet18,16,vgg16,4,mig,1.0,3526.437867935406,726.8176623894389,4.481315612792969,20.77484130859375,4.481315612792969,20.77484130859375,4.481315612792969,20.77484130859375,"[7.94684886932373, 23.18594455718994]",0,"[9.12332534790039, 28.58603000640869]",0,0,resnet18-16-vgg16-4
densenet169,8,efficientnet_b7,8,mig,1.0,674.9251621812607,340.86276275097606,11.803150177001951,23.40888977050781,11.803150177001951,23.40888977050781,11.803150177001951,23.40888977050781,"[37.24122047424317, 112.37168312072754]",0,"[99.68793392181396, 230.86111545562756]",0,0,densenet169-8-efficientnet_b7-8
mobilenet_v3_small,8,squeezenet1_0,16,mig,1.0,3458.015172803457,2491.933748073273,2.2444725036621094,3.1790733337402344,2.2444725036621094,3.1790733337402344,2.2444725036621094,3.1790733337402344,"[10.103464126586914, 31.44035339355469]",0,"[21.50583267211914, 115.78102111816403]",0,0,mobilenet_v3_small-8-squeezenet1_0-16
alexnet,32,resnet50,16,mig,1.0,9616.509799970076,1571.9706699155736,3.179311752319336,20.16615867614746,3.179311752319336,20.16615867614746,3.179311752319336,20.16615867614746,"[11.010289192199709, 27.551174163818366]",0,"[33.52701663970947, 110.16175746917725]",0,0,alexnet-32-resnet50-16
densenet161,8,squeezenet1_0,16,mig,1.0,520.3939036010311,2491.933748073273,15.26784896850586,3.1790733337402344,15.26784896850586,3.1790733337402344,15.26784896850586,3.1790733337402344,"[39.22939300537109, 130.18898963928223]",0,"[21.50583267211914, 115.78102111816403]",0,0,densenet161-8-squeezenet1_0-16
mobilenet_v3_large,8,vgg11,16,mig,1.0,2813.069962160372,1162.503585797465,2.760171890258789,6.59632682800293,2.760171890258789,6.59632682800293,2.760171890258789,6.59632682800293,"[8.74340534210205, 21.95785045623779]",0,"[20.45154571533203, 65.66710472106938]",0,0,mobilenet_v3_large-8-vgg11-16
squeezenet1_0,4,vgg16,32,mig,1.0,2131.347488598663,592.5355247093886,1.850605010986328,6.437063217163086,1.850605010986328,6.437063217163086,1.850605010986328,6.437063217163086,"[6.941795349121094, 17.28706359863282]",0,"[59.967875480651855, 190.44158458709745]",0,0,squeezenet1_0-4-vgg16-32
squeezenet1_0,16,vgg19,8,mig,1.0,3308.12248660994,785.4607500595005,4.793882369995117,19.53697204589844,4.793882369995117,19.53697204589844,4.793882369995117,19.53697204589844,"[21.50583267211914, 115.78102111816403]",0,"[25.303125381469727, 86.88945770263673]",0,0,squeezenet1_0-16-vgg19-8
densenet169,4,resnet34,16,mig,1.0,413.5022014266452,1229.4009011131852,9.495258331298828,3.2258033752441406,9.495258331298828,3.2258033752441406,9.495258331298828,3.2258033752441406,"[37.70208358764648, 111.1121892929078]",0,"[12.609004974365234, 35.66241264343262]",0,0,densenet169-4-resnet34-16
efficientnet_b6,8,vgg13,2,mig,1.0,376.7688585285648,820.3296579452777,21.190881729125977,9.43279266357422,21.190881729125977,9.43279266357422,21.190881729125977,9.43279266357422,"[64.6524429321289, 187.1220111846924]",0,"[5.352497100830078, 14.85733985900879]",0,0,efficientnet_b6-8-vgg13-2
efficientnet_b7,32,mobilenet_v2,2,mig,1.0,375.67708691210265,3048.3865459052604,85.02674102783203,10.405302047729492,85.02674102783203,10.405302047729492,85.02674102783203,10.405302047729492,"[250.2284049987793, 584.7785949707031]",0,"[11.06250286102295, 28.213596343994148]",0,0,efficientnet_b7-32-mobilenet_v2-2
inception_v3,8,mobilenet_v2,8,mig,1.0,1367.6377836110164,3098.107049620184,5.823373794555664,2.542257308959961,5.823373794555664,2.542257308959961,5.823373794555664,2.542257308959961,"[18.77737045288086, 52.09059715271001]",0,"[9.105205535888672, 28.820157051086422]",0,0,inception_v3-8-mobilenet_v2-8
alexnet,16,densenet161,16,mig,1.0,7811.053752914595,501.9282733048119,1.978158950805664,31.748056411743164,1.978158950805664,31.748056411743164,1.978158950805664,31.748056411743164,"[9.903192520141602, 800.369453430176]",0,"[81.49385452270508, 211.2916231155396]",0,0,alexnet-16-densenet161-16
alexnet,2,vgg16,32,mig,1.0,2399.333227636663,505.49275354588985,0.8060932159423828,3.814697265625,0.8060932159423828,3.814697265625,0.8060932159423828,3.814697265625,"[2.0967721939086914, 5.826306343078614]",0,"[59.967875480651855, 190.44158458709745]",0,0,alexnet-2-vgg16-32
mobilenet_v3_small,2,vgg11,16,mig,1.0,862.5245771714893,793.1115870785196,2.2525787353515625,2.4619102478027344,2.2525787353515625,2.4619102478027344,2.2525787353515625,2.4619102478027344,"[9.493708610534668, 30.624675750732408]",0,"[20.45154571533203, 65.66710472106938]",0,0,mobilenet_v3_small-2-vgg11-16
densenet161,4,squeezenet1_1,2,mig,1.0,326.8908794222554,3523.765943027664,12.198925018310549,1.110553741455078,12.198925018310549,1.110553741455078,12.198925018310549,1.110553741455078,"[34.93690490722656, 104.54678535461426]",0,"[7.618069648742676, 19.27053928375244]",0,0,densenet161-4-squeezenet1_1-2
densenet161,16,mobilenet_v3_large,4,mig,1.0,501.9282733048119,3414.0548586872505,31.748056411743164,4.634857177734375,31.748056411743164,4.634857177734375,31.748056411743164,4.634857177734375,"[81.49385452270508, 211.2916231155396]",0,"[10.463953018188477, 31.406164169311523]",0,0,densenet161-16-mobilenet_v3_large-4
alexnet,2,resnet18,4,mig,1.0,2399.333227636663,1442.673744355666,0.8060932159423828,1.356363296508789,0.8060932159423828,1.356363296508789,0.8060932159423828,1.356363296508789,"[2.0967721939086914, 5.826306343078614]",0,"[4.45866584777832, 12.677240371704103]",0,0,alexnet-2-resnet18-4
densenet121,2,mobilenet_v3_small,16,mig,1.0,281.30680736785087,862.5245771714893,6.963968276977539,2.2525787353515625,6.963968276977539,2.2525787353515625,6.963968276977539,2.2525787353515625,"[31.86607360839844, 82.40795135498047]",0,"[7.981538772583008, 24.18406009674073]",0,0,densenet121-2-mobilenet_v3_small-16
inception_v3,4,resnet101,8,mig,1.0,806.0204392821448,542.9059963571026,4.930734634399414,7.322788238525391,4.930734634399414,7.322788238525391,4.930734634399414,7.322788238525391,"[18.36538314819336, 55.87575435638427]",0,"[41.705965995788574, 134.9987268447876]",0,0,inception_v3-4-resnet101-8
inception_v3,8,vgg11,4,mig,1.0,1123.0990037325655,1162.503585797465,7.093667984008789,6.59632682800293,7.093667984008789,6.59632682800293,7.093667984008789,6.59632682800293,"[18.77737045288086, 52.09059715271001]",0,"[4.9076080322265625, 14.774084091186523]",0,0,inception_v3-8-vgg11-4
mobilenet_v2,4,resnet34,32,mig,1.0,1794.1970294814723,1229.4009011131852,2.1491050720214844,3.2258033752441406,2.1491050720214844,3.2258033752441406,2.1491050720214844,3.2258033752441406,"[7.328152656555176, 20.46399116516113]",0,"[23.201465606689453, 60.73904037475586]",0,0,mobilenet_v2-4-resnet34-32
squeezenet1_0,16,vgg13,2,mig,1.0,3308.12248660994,1092.6166426911948,4.793882369995117,14.054536819458008,4.793882369995117,14.054536819458008,4.793882369995117,14.054536819458008,"[21.50583267211914, 115.78102111816403]",0,"[5.352497100830078, 14.85733985900879]",0,0,squeezenet1_0-16-vgg13-2
alexnet,2,inception_v3,16,mig,1.0,2399.333227636663,401.4947925700484,0.8060932159423828,4.856586456298828,0.8060932159423828,4.856586456298828,0.8060932159423828,4.856586456298828,"[2.0967721939086914, 5.826306343078614]",0,"[24.31881427764893, 91.33017063140876]",0,0,alexnet-2-inception_v3-16
densenet169,32,squeezenet1_0,4,mig,1.0,872.1073210351296,3291.8604860971463,36.53788566589356,9.611368179321287,36.53788566589356,9.611368179321287,36.53788566589356,9.611368179321287,"[77.0866870880127, 235.37182807922363]",0,"[6.941795349121094, 17.28706359863282]",0,0,densenet169-32-squeezenet1_0-4
densenet161,32,squeezenet1_0,4,mig,1.0,553.3664036247662,3291.8604860971463,57.096242904663086,9.611368179321287,57.096242904663086,9.611368179321287,57.096242904663086,9.611368179321287,"[150.1929759979248, 402.6620864868164]",0,"[6.941795349121094, 17.28706359863282]",0,0,densenet161-32-squeezenet1_0-4
densenet169,4,resnet152,4,mig,1.0,415.46150834248783,466.8778708584933,9.439468383789062,8.525609970092773,9.439468383789062,8.525609970092773,9.439468383789062,8.525609970092773,"[37.70208358764648, 111.1121892929078]",0,"[52.88875102996826, 147.14336395263672]",0,0,densenet169-4-resnet152-4
resnet152,2,squeezenet1_0,8,mig,1.0,268.48230483566783,1737.7680658773656,7.330179214477539,1.1301040649414062,7.330179214477539,1.1301040649414062,7.330179214477539,1.1301040649414062,"[53.725600242614746, 128.05020809173587]",0,"[8.197307586669922, 23.445844650268555]",0,0,resnet152-2-squeezenet1_0-8
densenet121,2,inception_v3,8,mig,1.0,281.30680736785087,401.4947925700484,6.963968276977539,4.856586456298828,6.963968276977539,4.856586456298828,6.963968276977539,4.856586456298828,"[31.86607360839844, 82.40795135498047]",0,"[18.77737045288086, 52.09059715271001]",0,0,densenet121-2-inception_v3-8
resnet50,2,vgg16,32,mig,1.0,670.5814205690215,505.49275354588985,2.947092056274414,3.814697265625,2.947092056274414,3.814697265625,2.947092056274414,3.814697265625,"[15.022516250610352, 47.57630825042726]",0,"[59.967875480651855, 190.44158458709745]",0,0,resnet50-2-vgg16-32
efficientnet_b6,8,squeezenet1_1,32,mig,1.0,376.7688585285648,3816.411009996502,21.190881729125977,2.0606517791748047,21.190881729125977,2.0606517791748047,21.190881729125977,2.0606517791748047,"[64.6524429321289, 187.1220111846924]",0,"[38.78581523895264, 3191.081166267395]",0,0,efficientnet_b6-8-squeezenet1_1-32
efficientnet_b5,32,resnet18,32,mig,1.0,666.0399319996826,4610.227966363354,47.93357849121094,6.805896759033203,47.93357849121094,6.805896759033203,47.93357849121094,6.805896759033203,"[88.68300914764404, 229.1651964187622]",0,"[16.067981719970703, 41.36037826538086]",0,0,efficientnet_b5-32-resnet18-32
densenet161,32,resnet34,8,mig,1.0,553.3664036247662,2998.242378735302,57.096242904663086,10.450363159179688,57.096242904663086,10.450363159179688,57.096242904663086,10.450363159179688,"[150.1929759979248, 402.6620864868164]",0,"[8.031487464904785, 22.634100914001465]",0,0,densenet161-32-resnet34-8
alexnet,2,resnet34,2,mig,1.0,2666.239952328599,972.9544527818036,0.7307529449462891,1.9888877868652344,0.7307529449462891,1.9888877868652344,0.7307529449462891,1.9888877868652344,"[2.0967721939086914, 5.826306343078614]",0,"[6.753325462341309, 21.199584007263184]",0,0,alexnet-2-resnet34-2
densenet169,4,vgg19,4,mig,1.0,413.5022014266452,507.91480889669,9.495258331298828,7.524967193603516,9.495258331298828,7.524967193603516,9.495258331298828,7.524967193603516,"[37.70208358764648, 111.1121892929078]",0,"[11.4821195602417, 31.886911392211918]",0,0,densenet169-4-vgg19-4
mobilenet_v3_large,8,resnet34,4,mig,1.0,2812.808725506933,2287.0449781466423,2.7441978454589844,3.4720897674560547,2.7441978454589844,3.4720897674560547,2.7441978454589844,3.4720897674560547,"[8.74340534210205, 21.95785045623779]",0,"[6.506919860839844, 19.17881965637207]",0,0,mobilenet_v3_large-8-resnet34-4
densenet201,2,vgg11,2,mig,1.0,162.26334227689688,793.1115870785196,12.023448944091797,2.4619102478027344,12.023448944091797,2.4619102478027344,12.023448944091797,2.4619102478027344,"[55.79066276550293, 137.5442028045655]",0,"[4.491686820983887, 12.486314773559576]",0,0,densenet201-2-vgg11-2
squeezenet1_1,16,vgg13,32,mig,1.0,4431.633190859218,878.8163485678708,3.547906875610352,17.30966567993164,3.547906875610352,17.30966567993164,3.547906875610352,17.30966567993164,"[15.970110893249512, 680.0486087799072]",0,"[57.21712112426758, 176.62100791931155]",0,0,squeezenet1_1-16-vgg13-32
inception_v3,4,resnet152,8,mig,1.0,806.0204392821448,387.14863366545336,4.930734634399414,10.28299331665039,4.930734634399414,10.28299331665039,4.930734634399414,10.28299331665039,"[18.36538314819336, 55.87575435638427]",0,"[59.587717056274414, 178.08079719543457]",0,0,inception_v3-4-resnet152-8
mobilenet_v2,4,squeezenet1_1,32,mig,1.0,1794.1970294814723,3076.100838370022,2.1491050720214844,1.2793540954589844,2.1491050720214844,1.2793540954589844,2.1491050720214844,1.2793540954589844,"[7.328152656555176, 20.46399116516113]",0,"[38.78581523895264, 3191.081166267395]",0,0,mobilenet_v2-4-squeezenet1_1-32
resnet101,4,resnet50,4,mig,1.0,654.031913968827,1121.6138395984387,6.082773208618164,3.53693962097168,6.082773208618164,3.53693962097168,6.082773208618164,3.53693962097168,"[32.98497200012207, 103.6813735961914]",0,"[15.934944152832031, 48.004198074340856]",0,0,resnet101-4-resnet50-4
mobilenet_v3_small,32,vgg16,4,mig,1.0,8596.043668622235,772.254471186138,3.5715103149414062,39.40701484680176,3.5715103149414062,39.40701484680176,3.5715103149414062,39.40701484680176,"[8.991241455078125, 24.157381057739254]",0,"[9.12332534790039, 28.58603000640869]",1,1,mobilenet_v3_small-32-vgg16-4
mobilenet_v2,32,mobilenet_v3_large,4,mig,1.0,3048.3865459052604,3570.21634849908,10.405302047729492,8.862733840942383,10.405302047729492,8.862733840942383,10.405302047729492,8.862733840942383,"[21.3320255279541, 89.20621871948254]",0,"[10.463953018188477, 31.406164169311523]",0,0,mobilenet_v2-32-mobilenet_v3_large-4
efficientnet_b5,8,efficientnet_b7,4,mig,1.0,597.6284216010973,340.86276275097606,13.341426849365234,23.40888977050781,13.341426849365234,23.40888977050781,13.341426849365234,23.40888977050781,"[48.195481300354, 137.98916339874268]",0,"[73.36020469665527, 187.29534149169928]",0,0,efficientnet_b5-8-efficientnet_b7-4
efficientnet_b7,32,inception_v3,16,mig,1.0,375.67708691210265,2029.9389451288764,85.02674102783203,15.67697525024414,85.02674102783203,15.67697525024414,85.02674102783203,15.67697525024414,"[250.2284049987793, 584.7785949707031]",0,"[24.31881427764893, 91.33017063140876]",0,0,efficientnet_b7-32-inception_v3-16
alexnet,4,squeezenet1_1,16,mig,1.0,3567.2871849563016,3076.100838370022,1.0929107666015625,1.2793540954589844,1.0929107666015625,1.2793540954589844,1.0929107666015625,1.2793540954589844,"[15.523195266723633, 111.34619712829594]",0,"[15.970110893249512, 680.0486087799072]",0,0,alexnet-4-squeezenet1_1-16
densenet121,2,vgg11,32,mig,1.0,281.30680736785087,793.1115870785196,6.963968276977539,2.4619102478027344,6.963968276977539,2.4619102478027344,6.963968276977539,2.4619102478027344,"[31.86607360839844, 82.40795135498047]",0,"[40.741920471191406, 130.5216789245609]",0,0,densenet121-2-vgg11-32
densenet161,16,vgg11,32,mig,1.0,578.5843956176702,1276.821787540926,27.481794357299805,11.870622634887695,27.481794357299805,11.870622634887695,27.481794357299805,11.870622634887695,"[81.49385452270508, 211.2916231155396]",0,"[40.741920471191406, 130.5216789245609]",0,0,densenet161-16-vgg11-32
vgg11,16,vgg13,32,mig,1.0,1276.821787540926,878.8163485678708,11.870622634887695,17.30966567993164,11.870622634887695,17.30966567993164,11.870622634887695,17.30966567993164,"[20.45154571533203, 65.66710472106938]",0,"[57.21712112426758, 176.62100791931155]",0,0,vgg11-16-vgg13-32
mobilenet_v3_large,32,resnet18,4,mig,1.0,3570.21634849908,4610.227966363354,8.862733840942383,6.805896759033203,8.862733840942383,6.805896759033203,8.862733840942383,6.805896759033203,"[18.35155487060547, 53.41248512268066]",0,"[4.45866584777832, 12.677240371704103]",0,0,mobilenet_v3_large-32-resnet18-4
mobilenet_v2,8,mobilenet_v3_small,16,mig,1.0,2667.834111726506,3458.015172803457,2.94351577758789,2.2444725036621094,2.94351577758789,2.2444725036621094,2.94351577758789,2.2444725036621094,"[9.105205535888672, 28.820157051086422]",0,"[7.981538772583008, 24.18406009674073]",0,0,mobilenet_v2-8-mobilenet_v3_small-16
resnet18,4,vgg19,16,mig,1.0,2137.118762583016,507.91480889669,1.8477439880371092,7.524967193603516,1.8477439880371092,7.524967193603516,1.8477439880371092,7.524967193603516,"[4.45866584777832, 12.677240371704103]",0,"[47.20258712768555, 161.4960193634034]",0,0,resnet18-4-vgg19-16
densenet121,2,resnet101,2,mig,1.0,281.2233755641492,388.0590563922472,6.895542144775391,5.057811737060547,6.895542144775391,5.057811737060547,6.895542144775391,5.057811737060547,"[31.86607360839844, 82.40795135498047]",0,"[37.6279354095459, 98.98934364318852]",0,0,densenet121-2-resnet101-2
efficientnet_b7,2,vgg19,2,mig,1.0,157.99553184640737,428.94678292249847,12.380123138427734,4.49681282043457,12.380123138427734,4.49681282043457,12.380123138427734,4.49681282043457,"[68.09377670288086, 199.70269203186052]",0,"[6.924629211425781, 17.524337768554688]",0,0,efficientnet_b7-2-vgg19-2
densenet169,32,inception_v3,8,mig,1.0,872.1073210351296,2029.9389451288764,36.53788566589356,15.67697525024414,36.53788566589356,15.67697525024414,36.53788566589356,15.67697525024414,"[77.0866870880127, 235.37182807922363]",0,"[18.77737045288086, 52.09059715271001]",0,0,densenet169-32-inception_v3-8
alexnet,32,mobilenet_v3_large,2,mig,1.0,9616.509799970076,3570.21634849908,3.179311752319336,8.862733840942383,3.179311752319336,8.862733840942383,3.179311752319336,8.862733840942383,"[11.010289192199709, 27.551174163818366]",0,"[10.19287109375, 25.970196723937992]",0,0,alexnet-32-mobilenet_v3_large-2
alexnet,8,inception_v3,16,mig,1.0,5696.807396243809,1367.6377836110164,1.3685226440429688,5.823373794555664,1.3685226440429688,5.823373794555664,1.3685226440429688,5.823373794555664,"[618.685245513916, 1469.8224782943723]",0,"[24.31881427764893, 91.33017063140876]",0,0,alexnet-8-inception_v3-16
mobilenet_v3_small,8,resnet101,8,mig,1.0,3439.535681524122,861.8549482901227,2.2499561309814453,9.233474731445312,2.2499561309814453,9.233474731445312,2.2499561309814453,9.233474731445312,"[10.103464126586914, 31.44035339355469]",0,"[41.705965995788574, 134.9987268447876]",0,0,mobilenet_v3_small-8-resnet101-8
resnet34,32,resnet50,2,mig,1.0,2998.242378735302,1571.9706699155736,10.450363159179688,20.16615867614746,10.450363159179688,20.16615867614746,10.450363159179688,20.16615867614746,"[23.201465606689453, 60.73904037475586]",0,"[15.022516250610352, 47.57630825042726]",0,0,resnet34-32-resnet50-2
densenet201,4,vgg19,4,mig,1.0,335.1152420541221,507.91480889669,11.71731948852539,7.524967193603516,11.71731948852539,7.524967193603516,11.71731948852539,7.524967193603516,"[42.35696792602539, 113.26956748962402]",0,"[11.4821195602417, 31.886911392211918]",0,0,densenet201-4-vgg19-4
densenet161,8,densenet169,16,mig,1.0,520.3939036010311,757.2967244012098,15.26784896850586,10.482549667358398,15.26784896850586,10.482549667358398,15.26784896850586,10.482549667358398,"[39.22939300537109, 130.18898963928223]",0,"[72.13079929351807, 169.94497776031494]",0,0,densenet161-8-densenet169-16
mobilenet_v3_large,4,vgg11,8,mig,1.0,1431.7881626534102,961.1946482000744,2.727031707763672,4.007577896118164,2.727031707763672,4.007577896118164,2.727031707763672,4.007577896118164,"[10.463953018188477, 31.406164169311523]",0,"[10.160207748413086, 29.346108436584476]",0,0,mobilenet_v3_large-4-vgg11-8
densenet201,16,vgg11,4,mig,1.0,581.6137449418567,1276.821787540926,27.40192413330078,11.870622634887695,27.40192413330078,11.870622634887695,27.40192413330078,11.870622634887695,"[62.50441074371338, 216.6438102722168]",0,"[4.9076080322265625, 14.774084091186523]",0,0,densenet201-16-vgg11-4
resnet101,4,vgg16,16,mig,1.0,542.9059963571026,592.5355247093886,7.322788238525391,6.437063217163086,7.322788238525391,6.437063217163086,7.322788238525391,6.437063217163086,"[32.98497200012207, 103.6813735961914]",0,"[36.31937503814697, 116.04452133178712]",0,0,resnet101-4-vgg16-16
mobilenet_v3_small,2,mobilenet_v3_small,4,mig,1.0,862.5245771714893,862.5245771714893,2.2525787353515625,2.2525787353515625,2.2525787353515625,2.2525787353515625,2.2525787353515625,2.2525787353515625,"[9.493708610534668, 30.624675750732408]",0,"[6.962418556213379, 18.46108436584473]",0,0,mobilenet_v3_small-2-mobilenet_v3_small-4
densenet201,32,resnet50,4,mig,1.0,775.0047891144825,1571.9706699155736,40.846824645996094,20.16615867614746,40.846824645996094,20.16615867614746,40.846824645996094,20.16615867614746,"[140.98715782165527, 507.3609590530398]",0,"[15.934944152832031, 48.004198074340856]",0,0,densenet201-32-resnet50-4
densenet169,8,vgg11,4,mig,1.0,757.2967244012098,1162.503585797465,10.482549667358398,6.59632682800293,10.482549667358398,6.59632682800293,10.482549667358398,6.59632682800293,"[37.24122047424317, 112.37168312072754]",0,"[4.9076080322265625, 14.774084091186523]",0,0,densenet169-8-vgg11-4
alexnet,8,mobilenet_v2,8,mig,1.0,5696.807396243809,3098.107049620184,1.3685226440429688,2.542257308959961,1.3685226440429688,2.542257308959961,1.3685226440429688,2.542257308959961,"[618.685245513916, 1469.8224782943723]",0,"[9.105205535888672, 28.820157051086422]",0,0,alexnet-8-mobilenet_v2-8
resnet50,32,squeezenet1_1,8,mig,1.0,1571.9706699155736,5633.278878077805,20.16615867614746,5.571126937866211,20.16615867614746,5.571126937866211,20.16615867614746,5.571126937866211,"[71.20847702026367, 551.6562938690189]",0,"[7.340192794799805, 20.30348777770996]",0,0,resnet50-32-squeezenet1_1-8
densenet121,2,resnet34,16,mig,1.0,281.30680736785087,809.669492704064,6.963968276977539,2.452850341796875,6.963968276977539,2.452850341796875,6.963968276977539,2.452850341796875,"[31.86607360839844, 82.40795135498047]",0,"[12.609004974365234, 35.66241264343262]",0,0,densenet121-2-resnet34-16
